file_name	dataset	slot	azul_value	our_value	recommendation	azul_in_vocab
CSTF2T-BG293LV06-98B_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
CNOT2-BG293LV06-21_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PRPF4-BG293LV05-40_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPP1CA-BG293LV05-12_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
SMNDC1-BG293LV05-99_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NGRN-BG293LV06-106B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
STAU2-BG293LV05-58_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-2_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TOB2-BG293LV03-19_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM11-BG293LV04-54_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM42-BG293LV06-85B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PRRC2B-BG293LV06-40_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TIAL1-BG293LV06-112B_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP3-BG293LV06-41_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PRPF40A-BG293LV06-107B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
CDC40-BG293LV06-120B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
MBNL1-BG293LV06-17_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NUDT21-BG293LV06-4_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM42-BG293LV06-86B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LGALS1-BG293LV06-101B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV03-2_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPIA-BG293LV06-43_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-1_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP3-BG293LV04-43_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NGRN-BG293LV06-105B_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LUC7L-BG293LV06-103B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPH1-BG293LV06-126B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM10-BG293LV06-19_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
ZC3HAV1-BG293LV03-31_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RNPS1-BG293LV06-9_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM10-BG293LV06-19_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PARN-BG293LV06-27_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM22-BG293LV06-11_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV05-1_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
ZRANB2-BG293LV06-113B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
GRB2-BG293LV06-8_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
BL-BG293LV03-36_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
STAU2-BG293LV06-82B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP3-BG293LV04-44_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
MBNL1-BG293LV06-17_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LGALS1-BG293LV06-102B_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-38_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP1-BG293LV05-33_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-74_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LSM1-BG293LV06-61_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-37_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
WDR6-BG293LV06-WT293_DESeq2_output.txt	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
SCAF8-BG293LV06-51_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
SMNDC1-BG293LV05-100_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LSM10-BG293LV06-WT293_DESeq2_output.txt	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NUDT21-BG293LV04-40_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
CPSF6-BG293LV06-6_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-2B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-1merged_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPIA-BG293LV04-49_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
YTHDF1-BG293LV06-63B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM14-BG293LV06-30_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PARN-BG293LV06-28_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
DDX5-BG293LV06-122B_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
ZC3HAV1-BG293LV03-31_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TOB2-BG293LV03-20_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPCL1-BG293LV06-124B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LSM1-BG293LV06-62_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
GRB2-BG293LV06-8_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NUDT21-BG293LV04-39_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPH1-BG293LV04-38_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPF-BG293LV05-8_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPF-BG293LV06-55_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
AHNAK-BG293LV05-50_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV04-2_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NUDT21-BG293LV06-4_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM4-BG293LV06-48_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TPD52L2-BG293LV06-83B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
GRB2-BG293LV06-WT293_DESeq2_output.txt	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM10-BG293LV06-19_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
ZC3HAV1-BG293LV06-35_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM22-BG293LV06-12_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP3-BG293LV06-42_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM14-BG293LV06-WT293_DESeq2_output.txt	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
STAU2-BG293LV06-81B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-74B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
BL-BG293LV03-35_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-73B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
CPSF6-BG293LV05-3_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
DZIP3-BG293LV06-60_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPH2-BG293LV06-71B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
WDR6-BG293LV05-93_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LSM1-BG293LV05-21_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LSM1-BG293LV05-21_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
SRP68-BG293LV06-53_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
YWHAG-BG293LV06-75B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
CSTF2T-BG293LV06-WT293_DESeq2_output.txt	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
EIF4H-BG293LV06-93B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
SRP68-BG293LV06-53_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP3-BG293LV06-42_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
YTHDF1-BG293LV06-63B_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NUDT21-BG293LV04-40_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPP1CA-BG293LV05-11_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
ZC3HAV1-BG293LV03-31_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RNPS1-BG293LV03-12_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
ZC3HAV1-BG293LV06-35_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TPD52L2-BG293LV05-69_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
SCAF8-BG293LV06-52_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
WDR6-BG293LV06-90B_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
EIF4H-BG293LV06-94B_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
YWHAG-BG293LV05-48_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPIA-BG293LV04-49_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-37B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM11-BG293LV04-54_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM4-BG293LV06-47_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
MBNL2-BG293LV05-61_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
DZIP3-BG293LV06-59_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TRNAU1AP-BG293LV03-26_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM14-BG293LV06-29_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP3-BG293LV04-43_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPCL1-BG293LV04-34_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
GTSF1-BG293LV06-24_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RPS19BP1-BG293LV06-87B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPIA-BG293LV06-43_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
EIF4H-BG293LV06-93B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP1-BG293LV05-33_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LUC7L-BG293LV06-104B_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-1B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
GTSF1-BG293LV06-23_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
AHNAK-BG293LV06-77B_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PRRC2B-BG293LV04-7_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TIAL1-BG293LV06-112B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TRNAU1AP-BG293LV03-25_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
ZMAT3-BG293LV05-53_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PRRC2B-BG293LV06-WT293_DESeq2_output.txt	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
GTSF1-BG293LV06-23_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
UBE2I-BG293LV03-27_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-2Bmerged_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM4-BG293LV06-47_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-74_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TRNAU1AP-BG293LV06-32B_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
CNOT2-BG293LV06-22_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PARN-BG293LV06-28_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TPD52L2-BG293LV05-70_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-37_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPCL1-BG293LV06-124B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TRNAU1AP-BG293LV06-32B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM11-BG293LV06-46_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
YTHDF1-BG293LV05-25_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
EIF4B-BG293LV06-16_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
EIF4H-BG293LV06-94B_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
CDC40-BG293LV04-13_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
DDX17-BG293LV06-115B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PCBP3-BG293LV06-42_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
MBNL2-BG293LV06-13_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPP1CA-BG293LV05-11_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-1Bmerged_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV03-1_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM10-BG293LV06-19_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
STAU2-BG293LV06-81B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPH2-BG293LV06-71B_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
YTHDF1-BG293LV06-64B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
AHNAK-BG293LV06-78B_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM4-BG293LV04-55_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
AHNAK-BG293LV05-WT293_DESeq2_output.txt	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
LUC7L-BG293LV06-103B_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM42-BG293LV06-86B_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PARN-BG293LV06-28_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
ZMAT3-BG293LV05-54_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-2merged_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
SRP68-BG293LV06-54_Signal.UniqueMultiple.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPP1CA-BG293LV05-11_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
EIF4H-BG293LV05-111_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
CPSF6-BG293LV06-5_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
PPP1CA-BG293LV05-11_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
TOB2-BG293LV03-20_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
AHNAK-BG293LV06-WT293_DESeq2_output.txt	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
MBNL1-BG293LV06-18_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-37B_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV03-2_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-73B_Signal.Unique.strand+.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RBM5-BG293LV06-49_Signal.UniqueMultiple.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
RPS19BP1-BG293LV06-88B_quant.sf	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
NT-BG293LV06-2_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
HNRNPH2-BG293LV05-42_Signal.Unique.strand-.bw	AnVIL_ENCORE_293T	reference_assembly	GRCh38 + Gencode40	not_classified	take_azul	no
